  [1] 1100 loss=5.9250 ppl=374.3 lr=9.89e-05 | 31804 tok/s (avg 20954) ETA n/a | GPU 1.4/40.4GB | gtok=36077568
  [1] 1150 loss=5.8446 ppl=345.4 lr=9.88e-05 | 31787 tok/s (avg 21269) ETA n/a | GPU 1.4/40.4GB | gtok=37715968
  [1] 1200 loss=5.7685 ppl=320.1 lr=9.86e-05 | 31853 tok/s (avg 21567) ETA n/a | GPU 1.4/40.4GB | gtok=39354368
  [1] 1250 loss=5.8678 ppl=353.5 lr=9.83e-05 | 31837 tok/s (avg 21849) ETA n/a | GPU 1.4/40.4GB | gtok=40992768
  [1] 1300 loss=5.7610 ppl=317.7 lr=9.81e-05 | 31876 tok/s (avg 22116) ETA n/a | GPU 1.4/40.4GB | gtok=42631168
  [1] 1350 loss=5.8028 ppl=331.2 lr=9.79e-05 | 31853 tok/s (avg 22369) ETA n/a | GPU 1.4/40.4GB | gtok=44269568
  [1] 1400 loss=5.2652 ppl=193.5 lr=9.76e-05 | 31864 tok/s (avg 22610) ETA n/a | GPU 1.4/40.4GB | gtok=45907968
  [1] 1450 loss=5.7168 ppl=303.9 lr=9.74e-05 | 31843 tok/s (avg 22838) ETA n/a | GPU 1.4/40.4GB | gtok=47546368
  [1] 1500 loss=5.4868 ppl=241.5 lr=9.71e-05 | 31834 tok/s (avg 23055) ETA n/a | GPU 1.4/40.4GB | gtok=49184768
  [1] 1550 loss=5.5954 ppl=269.2 lr=9.68e-05 | 29358 tok/s (avg 23215) ETA n/a | GPU 1.4/40.4GB | gtok=50823168
  [1] 1600 loss=5.5409 ppl=254.9 lr=9.65e-05 | 31785 tok/s (avg 23413) ETA n/a | GPU 1.4/40.4GB | gtok=52461568
  [1] 1650 loss=5.5066 ppl=246.3 lr=9.62e-05 | 31790 tok/s (avg 23601) ETA n/a | GPU 1.4/40.4GB | gtok=54099968
  [1] 1700 loss=5.4186 ppl=225.6 lr=9.58e-05 | 31871 tok/s (avg 23782) ETA n/a | GPU 1.4/40.4GB | gtok=55738368
  [1] 1750 loss=5.4017 ppl=221.8 lr=9.55e-05 | 31821 tok/s (avg 23955) ETA n/a | GPU 1.4/40.4GB | gtok=57376768
  [1] 1800 loss=5.3681 ppl=214.5 lr=9.51e-05 | 31849 tok/s (avg 24121) ETA n/a | GPU 1.4/40.4GB | gtok=59015168
  [1] 1850 loss=5.1189 ppl=167.1 lr=9.47e-05 | 31852 tok/s (avg 24280) ETA n/a | GPU 1.4/40.4GB | gtok=60653568
  [1] 1900 loss=5.4031 ppl=222.1 lr=9.43e-05 | 31891 tok/s (avg 24434) ETA n/a | GPU 1.4/40.4GB | gtok=62291968
  [1] 1950 loss=5.4388 ppl=230.2 lr=9.39e-05 | 31864 tok/s (avg 24581) ETA n/a | GPU 1.4/40.4GB | gtok=63930368
Saved checkpoint: checkpoints_v11_recall_stage6/vault/latest.pt
  [checkpoint @ step 2000, 65,536,000 tok]
  [1] 2000 loss=5.0422 ppl=154.8 lr=9.35e-05 | 31550 tok/s (avg 24717) ETA n/a | GPU 1.4/40.4GB | gtok=65568768
  [1] 2050 loss=5.3040 ppl=201.1 lr=9.31e-05 | 31851 tok/s (avg 24853) ETA n/a | GPU 1.4/40.4GB | gtok=67207168
  [1] 2100 loss=4.9811 ppl=145.6 lr=9.26e-05 | 31878 tok/s (avg 24984) ETA n/a | GPU 1.4/40.4GB | gtok=68845568
  [1] 2150 loss=5.1287 ppl=168.8 lr=9.22e-05 | 31817 tok/s (avg 25109) ETA n/a | GPU 1.4/40.4GB | gtok=70483968
  [1] 2200 loss=5.1936 ppl=180.1 lr=9.17e-05 | 31886 tok/s (avg 25231) ETA n/a | GPU 1.4/40.4GB | gtok=72122368
  [1] 2250 loss=5.2257 ppl=186.0 lr=9.12e-05 | 31911 tok/s (avg 25349) ETA n/a | GPU 1.4/40.4GB | gtok=73760768
  [1] 2300 loss=5.1819 ppl=178.0 lr=9.08e-05 | 29503 tok/s (avg 25427) ETA n/a | GPU 1.4/40.4GB | gtok=75399168
  [1] 2350 loss=5.2504 ppl=190.6 lr=9.02e-05 | 31874 tok/s (avg 25536) ETA n/a | GPU 1.4/40.4GB | gtok=77037568
  [1] 2400 loss=5.1279 ppl=168.7 lr=8.97e-05 | 31880 tok/s (avg 25643) ETA n/a | GPU 1.4/40.4GB | gtok=78675968
  [1] 2450 loss=5.1905 ppl=179.6 lr=8.92e-05 | 31884 tok/s (avg 25745) ETA n/a | GPU 1.4/40.4GB | gtok=80314368
  [1] 2500 loss=4.9605 ppl=142.7 lr=8.87e-05 | 31900 tok/s (avg 25845) ETA n/a | GPU 1.4/40.4GB | gtok=81952768
  [1] 2550 loss=4.8389 ppl=126.3 lr=8.81e-05 | 31909 tok/s (avg 25942) ETA n/a | GPU 1.4/40.4GB | gtok=83591168
  [1] 2600 loss=5.0820 ppl=161.1 lr=8.76e-05 | 31884 tok/s (avg 26035) ETA n/a | GPU 1.4/40.4GB | gtok=85229568
  [1] 2650 loss=4.9506 ppl=141.3 lr=8.70e-05 | 31894 tok/s (avg 26126) ETA n/a | GPU 1.4/40.4GB | gtok=86867968
  [1] 2700 loss=5.1319 ppl=169.3 lr=8.64e-05 | 31892 tok/s (avg 26213) ETA n/a | GPU 1.4/40.4GB | gtok=88506368
  [1] 2750 loss=5.1013 ppl=164.2 lr=8.58e-05 | 31886 tok/s (avg 26298) ETA n/a | GPU 1.4/40.4GB | gtok=90144768
  [1] 2800 loss=4.6239 ppl=101.9 lr=8.52e-05 | 31831 tok/s (avg 26380) ETA n/a | GPU 1.4/40.4GB | gtok=91783168
  [1] 2850 loss=4.9139 ppl=136.2 lr=8.46e-05 | 31887 tok/s (avg 26460) ETA n/a | GPU 1.4/40.4GB | gtok=93421568
  [1] 2900 loss=5.0726 ppl=159.6 lr=8.40e-05 | 31794 tok/s (avg 26537) ETA n/a | GPU 1.4/40.4GB | gtok=95059968
  [1] 2950 loss=5.0180 ppl=151.1 lr=8.33e-05 | 31789 tok/s (avg 26612) ETA n/a | GPU 1.4/40.4GB | gtok=96698368
  [1] 3000 loss=4.9103 ppl=135.7 lr=8.27e-05 | 31735 tok/s (avg 26683) ETA n/a | GPU 1.4/40.4GB | gtok=98336768
  [1] 3050 loss=4.9463 ppl=140.6 lr=8.20e-05 | 31831 tok/s (avg 26754) ETA n/a | GPU 1.4/40.4GB | gtok=99975168
  [1] 3100 loss=4.7901 ppl=120.3 lr=8.14e-05 | 31873 tok/s (avg 26824) ETA n/a | GPU 1.4/40.4GB | gtok=101613568
  [1] 3150 loss=5.0438 ppl=155.1 lr=8.07e-05 | 29506 tok/s (avg 26862) ETA n/a | GPU 1.4/40.4GB | gtok=103251968
  [1] 3200 loss=4.8341 ppl=125.7 lr=8.00e-05 | 31881 tok/s (avg 26929) ETA n/a | GPU 1.4/40.4GB | gtok=104890368
  [1] 3250 loss=5.0301 ppl=152.9 lr=7.93e-05 | 31903 tok/s (avg 26993) ETA n/a | GPU 1.4/40.4GB | gtok=106528768
  [1] 3300 loss=4.8927 ppl=133.3 lr=7.86e-05 | 31879 tok/s (avg 27056) ETA n/a | GPU 1.4/40.4GB | gtok=108167168
  [1] 3350 loss=4.7617 ppl=116.9 lr=7.79e-05 | 31884 tok/s (avg 27117) ETA n/a | GPU 1.4/40.4GB | gtok=109805568
  [1] 3400 loss=4.9241 ppl=137.6 lr=7.72e-05 | 31876 tok/s (avg 27177) ETA n/a | GPU 1.4/40.4GB | gtok=111443968
  [1] 3450 loss=4.7822 ppl=119.4 lr=7.65e-05 | 31917 tok/s (avg 27236) ETA n/a | GPU 1.4/40.4GB | gtok=113082368
  [1] 3500 loss=4.9410 ppl=139.9 lr=7.57e-05 | 31927 tok/s (avg 27293) ETA n/a | GPU 1.4/40.4GB | gtok=114720768
  [1] 3550 loss=4.8304 ppl=125.3 lr=7.50e-05 | 31881 tok/s (avg 27348) ETA n/a | GPU 1.4/40.4GB | gtok=116359168
  [1] 3600 loss=4.7899 ppl=120.3 lr=7.43e-05 | 31885 tok/s (avg 27403) ETA n/a | GPU 1.4/40.4GB | gtok=117997568
  [1] 3650 loss=4.8511 ppl=127.9 lr=7.35e-05 | 31782 tok/s (avg 27454) ETA n/a | GPU 1.4/40.4GB | gtok=119635968
  [1] 3700 loss=4.8388 ppl=126.3 lr=7.27e-05 | 31802 tok/s (avg 27505) ETA n/a | GPU 1.4/40.4GB | gtok=121274368
  [1] 3750 loss=4.7500 ppl=115.6 lr=7.20e-05 | 31911 tok/s (avg 27556) ETA n/a | GPU 1.4/40.4GB | gtok=122912768
  [1] 3800 loss=4.7240 ppl=112.6 lr=7.12e-05 | 31935 tok/s (avg 27606) ETA n/a | GPU 1.4/40.4GB | gtok=124551168
  [1] 3850 loss=4.8149 ppl=123.3 lr=7.04e-05 | 31929 tok/s (avg 27654) ETA n/a | GPU 1.4/40.4GB | gtok=126189568
  [1] 3900 loss=4.6072 ppl=100.2 lr=6.96e-05 | 29482 tok/s (avg 27676) ETA n/a | GPU 1.4/40.4GB | gtok=127827968
  [1] 3950 loss=4.5293 ppl=92.7 lr=6.89e-05 | 31880 tok/s (avg 27722) ETA n/a | GPU 1.4/40.4GB | gtok=129466368
Saved checkpoint: checkpoints_v11_recall_stage6/vault/latest.pt
  [checkpoint @ step 4000, 131,072,000 tok]
  [1] 4000 loss=4.7261 ppl=112.9 lr=6.81e-05 | 30835 tok/s (avg 27758) ETA n/a | GPU 1.4/40.4GB | gtok=131104768
  [1] 4050 loss=4.6629 ppl=105.9 lr=6.73e-05 | 31899 tok/s (avg 27802) ETA n/a | GPU 1.4/40.4GB | gtok=132743168
  [1] 4100 loss=4.8209 ppl=124.1 lr=6.64e-05 | 31925 tok/s (avg 27846) ETA n/a | GPU 1.4/40.4GB | gtok=134381568
  [1] 4150 loss=4.7926 ppl=120.6 lr=6.56e-05 | 31918 tok/s (avg 27889) ETA n/a | GPU 1.4/40.4GB | gtok=136019968
  [1] 4200 loss=4.7862 ppl=119.8 lr=6.48e-05 | 31929 tok/s (avg 27931) ETA n/a | GPU 1.4/40.4GB | gtok=137658368
  [1] 4250 loss=4.4916 ppl=89.3 lr=6.40e-05 | 31903 tok/s (avg 27972) ETA n/a | GPU 1.4/40.4GB | gtok=139296768
  [1] 4300 loss=4.7961 ppl=121.0 lr=6.32e-05 | 31876 tok/s (avg 28012) ETA n/a | GPU 1.4/40.4GB | gtok=140935168
  [1] 4350 loss=4.5684 ppl=96.4 lr=6.23e-05 | 31882 tok/s (avg 28051) ETA n/a | GPU 1.4/40.4GB | gtok=142573568
  [1] 4400 loss=4.5959 ppl=99.1 lr=6.15e-05 | 31900 tok/s (avg 28089) ETA n/a | GPU 1.4/40.4GB | gtok=144211968
  [1] 4450 loss=4.5914 ppl=98.6 lr=6.07e-05 | 31887 tok/s (avg 28127) ETA n/a | GPU 1.4/40.4GB | gtok=145850368
  [1] 4500 loss=4.7817 ppl=119.3 lr=5.98e-05 | 31887 tok/s (avg 28164) ETA n/a | GPU 1.4/40.4GB | gtok=147488768
  [1] 4550 loss=4.7415 ppl=114.6 lr=5.90e-05 | 31853 tok/s (avg 28200) ETA n/a | GPU 1.4/40.4GB | gtok=149127168
  [1] 4600 loss=4.6311 ppl=102.6 lr=5.81e-05 | 29460 tok/s (avg 28213) ETA n/a | GPU 1.4/40.4GB | gtok=150765568
  [1] 4650 loss=4.6104 ppl=100.5 lr=5.73e-05 | 31915 tok/s (avg 28248) ETA n/a | GPU 1.4/40.4GB | gtok=152403968
  [1] 4700 loss=4.5537 ppl=95.0 lr=5.64e-05 | 31904 tok/s (avg 28283) ETA n/a | GPU 1.4/40.4GB | gtok=154042368
  [1] 4750 loss=4.6987 ppl=109.8 lr=5.56e-05 | 31890 tok/s (avg 28316) ETA n/a | GPU 1.4/40.4GB | gtok=155680768
  [1] 4800 loss=4.4230 ppl=83.3 lr=5.47e-05 | 31862 tok/s (avg 28349) ETA n/a | GPU 1.4/40.4GB | gtok=157319168
  [1] 4850 loss=4.6081 ppl=100.3 lr=5.39e-05 | 31912 tok/s (avg 28382) ETA n/a | GPU 1.4/40.4GB | gtok=158957568
  [1] 4900 loss=4.6352 ppl=103.1 lr=5.30e-05 | 31848 tok/s (avg 28413) ETA n/a | GPU 1.4/40.4GB | gtok=160595968
  [1] 4950 loss=4.5223 ppl=92.1 lr=5.22e-05 | 31869 tok/s (avg 28444) ETA n/a | GPU 1.4/40.4GB | gtok=162234368
  [1] 5000 loss=4.3716 ppl=79.2 lr=5.13e-05 | 31867 tok/s (avg 28475) ETA n/a | GPU 1.4/40.4GB | gtok=163872768
  [1] 5050 loss=4.5286 ppl=92.6 lr=5.05e-05 | 31896 tok/s (avg 28505) ETA n/a | GPU 1.4/40.4GB | gtok=165511168
  [1] 5100 loss=4.5370 ppl=93.4 lr=4.96e-05 | 31890 tok/s (avg 28535) ETA n/a | GPU 1.4/40.4GB | gtok=167149568
  [1] 5150 loss=4.7211 ppl=112.3 lr=4.87e-05 | 31920 tok/s (avg 28564) ETA n/a | GPU 1.4/40.4GB | gtok=168787968
  [1] 5200 loss=4.6110 ppl=100.6 lr=4.79e-05 | 31910 tok/s (avg 28593) ETA n/a | GPU 1.4/40.4GB | gtok=170426368
  [1] 5250 loss=4.5902 ppl=98.5 lr=4.70e-05 | 31867 tok/s (avg 28621) ETA n/a | GPU 1.4/40.4GB | gtok=172064768
  [1] 5300 loss=4.3093 ppl=74.4 lr=4.62e-05 | 29502 tok/s (avg 28629) ETA n/a | GPU 1.4/40.4GB | gtok=173703168
  [1] 5350 loss=4.5677 ppl=96.3 lr=4.53e-05 | 31918 tok/s (avg 28657) ETA n/a | GPU 1.4/40.4GB | gtok=175341568
  [1] 5400 loss=4.6201 ppl=101.5 lr=4.45e-05 | 31900 tok/s (avg 28684) ETA n/a | GPU 1.4/40.4GB | gtok=176979968
  [1] 5450 loss=4.4905 ppl=89.2 lr=4.36e-05 | 31935 tok/s (avg 28711) ETA n/a | GPU 1.4/40.4GB | gtok=178618368
  [1] 5500 loss=4.6448 ppl=104.0 lr=4.28e-05 | 31906 tok/s (avg 28737) ETA n/a | GPU 1.4/40.4GB | gtok=180256768
  [1] 5550 loss=4.6494 ppl=104.5 lr=4.19e-05 | 31861 tok/s (avg 28762) ETA n/a | GPU 1.4/40.4GB | gtok=181895168
  [1] 5600 loss=4.7485 ppl=115.4 lr=4.11e-05 | 31884 tok/s (avg 28787) ETA n/a | GPU 1.4/40.4GB | gtok=183533568
  [1] 5650 loss=4.5272 ppl=92.5 lr=4.02e-05 | 31894 tok/s (avg 28812) ETA n/a | GPU 1.4/40.4GB | gtok=185171968
  [1] 5700 loss=4.6674 ppl=106.4 lr=3.94e-05 | 31895 tok/s (avg 28837) ETA n/a | GPU 1.4/40.4GB | gtok=186810368
  [1] 5750 loss=4.5623 ppl=95.8 lr=3.85e-05 | 31898 tok/s (avg 28861) ETA n/a | GPU 1.4/40.4GB | gtok=188448768
  [1] 5800 loss=4.6938 ppl=109.3 lr=3.77e-05 | 31899 tok/s (avg 28884) ETA n/a | GPU 1.4/40.4GB | gtok=190087168
  [1] 5850 loss=4.6396 ppl=103.5 lr=3.69e-05 | 31816 tok/s (avg 28907) ETA n/a | GPU 1.4/40.4GB | gtok=191725568
  [1] 5900 loss=4.4905 ppl=89.2 lr=3.61e-05 | 31842 tok/s (avg 28930) ETA n/a | GPU 1.4/40.4GB | gtok=193363968
/home/ubuntu/Development/qllm-private/.venv/lib/python3.9/site-packages/torch/_inductor/lowering.py:7095: UserWarning: 
Online softmax is disabled on the fly since Inductor decides to
split the reduction. Cut an issue to PyTorch if this is an
important use case and you want to speed it up with online
softmax.

  warnings.warn(
/home/ubuntu/Development/qllm-private/.venv/lib/python3.9/site-packages/torch/_inductor/lowering.py:7095: UserWarning: 
Online softmax is disabled on the fly since Inductor decides to
split the reduction. Cut an issue to PyTorch if this is an
important use case and you want to speed it up with online
softmax.

  warnings.warn(
  [1] 5950 loss=4.4643 ppl=86.9 lr=3.52e-05 | 31872 tok/s (avg 28952) ETA n/a | GPU 1.4/40.4GB | gtok=195002368
Saved checkpoint: checkpoints_v11_recall_stage6/vault/latest.pt
  [checkpoint @ step 6000, 196,608,000 tok]
  [1] 6000 loss=4.6521 ppl=104.8 lr=3.44e-05 | 28612 tok/s (avg 28949) ETA n/a | GPU 1.4/40.4GB | gtok=196640768
  [1] 6050 loss=4.3965 ppl=81.2 lr=3.36e-05 | 31896 tok/s (avg 28971) ETA n/a | GPU 1.4/40.4GB | gtok=198279168
  [1] 6100 loss=4.5575 ppl=95.3 lr=3.28e-05 | 31868 tok/s (avg 28993) ETA n/a | GPU 1.4/40.4GB | gtok=199917568
  [1] 6150 loss=4.5019 ppl=90.2 lr=3.20e-05 | 31827 tok/s (avg 29014) ETA n/a | GPU 1.4/40.4GB | gtok=201555968
  [1] 6200 loss=4.6943 ppl=109.3 lr=3.12e-05 | 31871 tok/s (avg 29035) ETA n/a | GPU 1.4/40.4GB | gtok=203194368
  [1] 6250 loss=4.6237 ppl=101.9 lr=3.04e-05 | 31851 tok/s (avg 29056) ETA n/a | GPU 1.4/40.4GB | gtok=204832768
  [1] 6300 loss=4.5575 ppl=95.3 lr=2.96e-05 | 31898 tok/s (avg 29076) ETA n/a | GPU 1.4/40.4GB | gtok=206471168
  [1] 6350 loss=4.3230 ppl=75.4 lr=2.88e-05 | 31904 tok/s (avg 29096) ETA n/a | GPU 1.4/40.4GB | gtok=208109568
  [1] 6400 loss=4.6485 ppl=104.4 lr=2.81e-05 | 31870 tok/s (avg 29116) ETA n/a | GPU 1.4/40.4GB | gtok=209747968
  [1] 6450 loss=4.6477 ppl=104.3 lr=2.73e-05 | 31838 tok/s (avg 29136) ETA n/a | GPU 1.4/40.4GB | gtok=211386368
  [1] 6500 loss=4.5053 ppl=90.5 lr=2.65e-05 | 31795 tok/s (avg 29154) ETA n/a | GPU 1.4/40.4GB | gtok=213024768
  [1] 6550 loss=4.3928 ppl=80.9 lr=2.58e-05 | 31947 tok/s (avg 29174) ETA n/a | GPU 1.4/40.4GB | gtok=214663168
  [1] 6600 loss=4.6179 ppl=101.3 lr=2.50e-05 | 31870 tok/s (avg 29192) ETA n/a | GPU 1.4/40.4GB | gtok=216301568
  [1] 6650 loss=4.3978 ppl=81.3 lr=2.43e-05 | 31898 tok/s (avg 29211) ETA n/a | GPU 1.4/40.4GB | gtok=217939968
  [1] 6700 loss=4.3621 ppl=78.4 lr=2.36e-05 | 29519 tok/s (avg 29213) ETA n/a | GPU 1.4/40.4GB | gtok=219578368
  [1] 6750 loss=4.6164 ppl=101.1 lr=2.28e-05 | 31866 tok/s (avg 29231) ETA n/a | GPU 1.4/40.4GB | gtok=221216768
  [1] 6800 loss=4.5520 ppl=94.8 lr=2.21e-05 | 31879 tok/s (avg 29249) ETA n/a | GPU 1.4/40.4GB | gtok=222855168
  [1] 6850 loss=4.5042 ppl=90.4 lr=2.14e-05 | 31865 tok/s (avg 29267) ETA n/a | GPU 1.4/40.4GB | gtok=224493568
  [1] 6900 loss=4.4296 ppl=83.9 lr=2.07e-05 | 31874 tok/s (avg 29284) ETA n/a | GPU 1.4/40.4GB | gtok=226131968
  [1] 6950 loss=4.5396 ppl=93.7 lr=2.00e-05 | 31919 tok/s (avg 29302) ETA n/a | GPU 1.4/40.4GB | gtok=227770368
  [1] 7000 loss=4.4057 ppl=81.9 lr=1.93e-05 | 31866 tok/s (avg 29318) ETA n/a | GPU 1.4/40.4GB | gtok=229408768
  [1] 7050 loss=4.4205 ppl=83.1 lr=1.87e-05 | 31872 tok/s (avg 29335) ETA n/a | GPU 1.4/40.4GB | gtok=231047168
  [1] 7100 loss=4.3921 ppl=80.8 lr=1.80e-05 | 31849 tok/s (avg 29351) ETA n/a | GPU 1.4/40.4GB | gtok=232685568
  [1] 7150 loss=4.5099 ppl=90.9 lr=1.74e-05 | 31869 tok/s (avg 29368) ETA n/a | GPU 1.4/40.4GB | gtok=234323968
  [1] 7200 loss=4.6083 ppl=100.3 lr=1.67e-05 | 31845 tok/s (avg 29383) ETA n/a | GPU 1.4/40.4GB | gtok=235962368
  [1] 7250 loss=4.3506 ppl=77.5 lr=1.61e-05 | 31852 tok/s (avg 29399) ETA n/a | GPU 1.4/40.4GB | gtok=237600768
  [1] 7300 loss=4.5866 ppl=98.2 lr=1.54e-05 | 31886 tok/s (avg 29415) ETA n/a | GPU 1.4/40.4GB | gtok=239239168
  [1] 7350 loss=4.4573 ppl=86.3 lr=1.48e-05 | 31821 tok/s (avg 29430) ETA n/a | GPU 1.4/40.4GB | gtok=240877568
  [1] 7400 loss=4.4136 ppl=82.6 lr=1.42e-05 | 29493 tok/s (avg 29430) ETA n/a | GPU 1.4/40.4GB | gtok=242515968
  [1] 7450 loss=4.5856 ppl=98.1 lr=1.36e-05 | 31830 tok/s (avg 29445) ETA n/a | GPU 1.4/40.4GB | gtok=244154368
  [1] 7500 loss=4.5278 ppl=92.6 lr=1.30e-05 | 31809 tok/s (avg 29460) ETA n/a | GPU 1.4/40.4GB | gtok=245792768
